STDR_YYQU_CD,ADSTRD_CD,ADSTRD_CD_NM,VIATR_FCLTY_CO,PBLOFC_CO,BANK_CO,GEHSPT_CO,GNRL_HSPTL_CO,PARMACY_CO,KNDRGR_CO,ELESCH_CO,MSKUL_CO,HGSCHL_CO,UNIV_CO,DRTS_CO,SUPMK_CO,THEAT_CO,STAYNG_FCLTY_CO,ARPRT_CO,RLROAD_STATN_CO,BUS_TRMINL_CO,SUBWAY_STATN_CO,BUS_STTN_CO
20233,11290650,정릉4동,133,7.0,3.0,,,12.0,2.0,1.0,,2.0,11.0,,,,,,,,1.0,40.0
20233,11110515,청운효자동,93,6.0,3.0,,,4.0,1.0,1.0,2.0,2.0,8.0,,,,,,,,,26.0
20231,11200720,송정동,44,2.0,,,1.0,5.0,,1.0,,,,,,,,,,,,17.0
20231,11260550,면목5동,42,2.0,1.0,,,3.0,,,,,,,4.0,,,,,,,13.0
20233,11110530,사직동,206,18.0,24.0,,,15.0,,1.0,,1.0,1.0,,,3.0,,,,,2.0,34.0
20231,11440690,망원1동,95,2.0,2.0,,,11.0,,,,,,,,,1.0,,,,,23.0
20233,11110540,삼청동,49,10.0,4.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,16.0
20233,11110550,부암동,84,4.0,2.0,,,1.0,1.0,2.0,1.0,1.0,14.0,,,,,,,,,38.0
20233,11110560,평창동,162,6.0,2.0,,1.0,5.0,1.0,,,1.0,2.0,,,,,,,,,91.0
20233,11110570,무악동,42,2.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,1.0,7.0
20233,11110580,교남동,78,4.0,3.0,2.0,,17.0,,,,1.0,1.0,,,,,,,,,26.0
20233,11110600,가회동,63,5.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,22.0
20233,11110615,종로1?2?3?4가동,500,19.0,35.0,,,47.0,1.0,2.0,,,4.0,,1.0,5.0,17.0,,,,5.0,72.0
20233,11110630,종로5?6가동,212,7.0,8.0,,,31.0,,1.0,,,1.0,,4.0,,3.0,,,,1.0,23.0
20233,11110640,이화동,119,4.0,4.0,1.0,,11.0,,,2.0,,37.0,,,,,,,,1.0,28.0
20233,11110650,혜화동,145,6.0,5.0,,,16.0,3.0,1.0,1.0,4.0,26.0,,,1.0,,,,,,36.0
20233,11110670,창신1동,111,3.0,4.0,,,9.0,,2.0,,,,,1.0,,7.0,,,,2.0,11.0
20233,11110680,창신2동,38,2.0,1.0,,,5.0,,,,,,,,,,,,,,
20233,11110690,창신3동,24,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,5.0
20233,11110700,숭인1동,43,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,14.0
20231,11110710,숭인2동,89,4.0,3.0,,1.0,4.0,,,,,,,2.0,,3.0,,,,2.0,6.0
20232,11110710,숭인2동,89,4.0,3.0,,1.0,4.0,,,,,,,2.0,,3.0,,,,2.0,6.0
20231,11110515,청운효자동,93,6.0,3.0,,,4.0,1.0,1.0,2.0,2.0,8.0,,,,,,,,,26.0
20232,11110515,청운효자동,93,6.0,3.0,,,4.0,1.0,1.0,2.0,2.0,8.0,,,,,,,,,26.0
20232,11110530,사직동,206,18.0,24.0,,,15.0,,1.0,,1.0,1.0,,,3.0,,,,,2.0,34.0
20231,11110540,삼청동,49,10.0,4.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,16.0
20232,11110540,삼청동,49,10.0,4.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,16.0
20231,11110550,부암동,84,4.0,2.0,,,1.0,1.0,2.0,1.0,1.0,14.0,,,,,,,,,38.0
20232,11110550,부암동,84,4.0,2.0,,,1.0,1.0,2.0,1.0,1.0,14.0,,,,,,,,,38.0
20231,11110560,평창동,162,6.0,2.0,,1.0,5.0,1.0,,,1.0,2.0,,,,,,,,,91.0
20232,11110560,평창동,162,6.0,2.0,,1.0,5.0,1.0,,,1.0,2.0,,,,,,,,,91.0
20231,11110570,무악동,42,2.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,1.0,7.0
20232,11110570,무악동,42,2.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,1.0,7.0
20231,11110580,교남동,78,4.0,3.0,2.0,,17.0,,,,1.0,1.0,,,,,,,,,26.0
20232,11110580,교남동,78,4.0,3.0,2.0,,17.0,,,,1.0,1.0,,,,,,,,,26.0
20231,11110600,가회동,63,5.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,22.0
20232,11110600,가회동,63,5.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,22.0
20231,11110615,종로1?2?3?4가동,500,19.0,35.0,,,47.0,1.0,2.0,,,4.0,,1.0,5.0,17.0,,,,5.0,72.0
20232,11110615,종로1?2?3?4가동,500,19.0,35.0,,,47.0,1.0,2.0,,,4.0,,1.0,5.0,17.0,,,,5.0,72.0
20231,11110630,종로5?6가동,212,7.0,8.0,,,31.0,,1.0,,,1.0,,4.0,,3.0,,,,1.0,23.0
20232,11110630,종로5?6가동,212,7.0,8.0,,,31.0,,1.0,,,1.0,,4.0,,3.0,,,,1.0,23.0
20231,11110640,이화동,119,4.0,4.0,1.0,,11.0,,,2.0,,37.0,,,,,,,,1.0,28.0
20232,11110640,이화동,119,4.0,4.0,1.0,,11.0,,,2.0,,37.0,,,,,,,,1.0,28.0
20231,11110650,혜화동,145,6.0,5.0,,,16.0,3.0,1.0,1.0,4.0,26.0,,,1.0,,,,,,36.0
20232,11110650,혜화동,145,6.0,5.0,,,16.0,3.0,1.0,1.0,4.0,26.0,,,1.0,,,,,,36.0
20231,11110670,창신1동,111,3.0,4.0,,,9.0,,2.0,,,,,1.0,,7.0,,,,2.0,11.0
20232,11110670,창신1동,111,3.0,4.0,,,9.0,,2.0,,,,,1.0,,7.0,,,,2.0,11.0
20231,11110690,창신3동,24,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,5.0
20232,11110690,창신3동,24,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,5.0
20231,11110700,숭인1동,43,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,14.0
20232,11110700,숭인1동,43,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,14.0
20233,11110710,숭인2동,89,4.0,3.0,,1.0,4.0,,,,,,,2.0,,3.0,,,,2.0,6.0
20231,11140520,소공동,231,13.0,29.0,,,10.0,,1.0,4.0,3.0,,1.0,,3.0,3.0,,,,3.0,37.0
20232,11140520,소공동,231,13.0,29.0,,,10.0,,1.0,4.0,3.0,,1.0,,3.0,3.0,,,,3.0,37.0
20233,11140520,소공동,231,13.0,29.0,,,10.0,,1.0,4.0,3.0,,1.0,,3.0,3.0,,,,3.0,37.0
20231,11140540,회현동,211,9.0,17.0,,,16.0,1.0,,,,2.0,,2.0,1.0,2.0,,,,6.0,35.0
20232,11140540,회현동,211,9.0,17.0,,,16.0,1.0,,,,2.0,,2.0,1.0,2.0,,,,6.0,35.0
20233,11140540,회현동,211,9.0,17.0,,,16.0,1.0,,,,2.0,,2.0,1.0,2.0,,,,6.0,35.0
20231,11140550,명동,542,20.0,46.0,,,35.0,,1.0,,,4.0,,,3.0,12.0,,,,1.0,29.0
20232,11140550,명동,542,20.0,46.0,,,35.0,,1.0,,,4.0,,,3.0,12.0,,,,1.0,29.0
20233,11140550,명동,542,20.0,46.0,,,35.0,,1.0,,,4.0,,,3.0,12.0,,,,1.0,29.0
20231,11140570,필동,123,6.0,9.0,1.0,,7.0,,2.0,,1.0,19.0,,,2.0,1.0,,,,2.0,15.0
20232,11140570,필동,123,6.0,9.0,1.0,,7.0,,2.0,,1.0,19.0,,,2.0,1.0,,,,2.0,15.0
20233,11140570,필동,123,6.0,9.0,1.0,,7.0,,2.0,,1.0,19.0,,,2.0,1.0,,,,2.0,15.0
20231,11140580,장충동,63,6.0,2.0,,,1.0,,1.0,,,3.0,,,1.0,2.0,,,,1.0,13.0
20232,11140580,장충동,63,6.0,2.0,,,1.0,,1.0,,,3.0,,,1.0,2.0,,,,1.0,13.0
20233,11140580,장충동,63,6.0,2.0,,,1.0,,1.0,,,3.0,,,1.0,2.0,,,,1.0,13.0
20231,11140590,광희동,185,3.0,16.0,1.0,,14.0,,,1.0,,,,1.0,3.0,11.0,,,,3.0,19.0
20232,11140590,광희동,185,3.0,16.0,1.0,,14.0,,,1.0,,,,1.0,3.0,11.0,,,,3.0,19.0
20233,11140590,광희동,185,3.0,16.0,1.0,,14.0,,,1.0,,,,1.0,3.0,11.0,,,,3.0,19.0
20231,11140605,을지로동,145,5.0,10.0,,,13.0,,,,,,,1.0,2.0,3.0,,,,4.0,20.0
20232,11140605,을지로동,145,5.0,10.0,,,13.0,,,,,,,1.0,2.0,3.0,,,,4.0,20.0
20233,11140605,을지로동,145,5.0,10.0,,,13.0,,,,,,,1.0,2.0,3.0,,,,4.0,20.0
20231,11140615,신당동,99,7.0,5.0,,1.0,12.0,,1.0,1.0,3.0,,,3.0,,1.0,,,,2.0,8.0
20232,11140615,신당동,99,7.0,5.0,,1.0,12.0,,1.0,1.0,3.0,,,3.0,,1.0,,,,2.0,8.0
20233,11140615,신당동,99,7.0,5.0,,1.0,12.0,,1.0,1.0,3.0,,,3.0,,1.0,,,,2.0,8.0
20231,11140625,다산동,86,3.0,4.0,,1.0,9.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,7.0
20232,11140625,다산동,86,3.0,4.0,,1.0,9.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,7.0
20233,11140625,다산동,86,3.0,4.0,,1.0,9.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,7.0
20231,11140635,약수동,87,4.0,2.0,,1.0,12.0,2.0,,,,,,,,,,,,2.0,12.0
20232,11140635,약수동,87,4.0,2.0,,1.0,12.0,2.0,,,,,,,,,,,,2.0,12.0
20233,11140635,약수동,87,4.0,2.0,,1.0,12.0,2.0,,,,,,,,,,,,2.0,12.0
20231,11140645,청구동,34,2.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,5.0
20232,11140645,청구동,34,2.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,5.0
20233,11140645,청구동,34,2.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,5.0
20231,11140650,신당5동,65,4.0,2.0,,,5.0,,1.0,,2.0,,,,,,,,,,12.0
20232,11140650,신당5동,65,4.0,2.0,,,5.0,,1.0,,2.0,,,,,,,,,,12.0
20233,11140650,신당5동,65,4.0,2.0,,,5.0,,1.0,,2.0,,,,,,,,,,12.0
20231,11140665,동화동,47,3.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,,2.0,4.0
20232,11140665,동화동,47,3.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,,2.0,4.0
20233,11140665,동화동,47,3.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,,2.0,4.0
20231,11140670,황학동,76,1.0,6.0,,,10.0,,,,,,,,,7.0,,,,,6.0
20232,11140670,황학동,76,1.0,6.0,,,10.0,,,,,,,,,7.0,,,,,6.0
20233,11140670,황학동,76,1.0,6.0,,,10.0,,,,,,,,,7.0,,,,,6.0
20231,11140680,중림동,77,3.0,2.0,,,7.0,,1.0,,2.0,1.0,,,,5.0,,,,,14.0
20232,11140680,중림동,77,3.0,2.0,,,7.0,,1.0,,2.0,1.0,,,,5.0,,,,,14.0
20233,11140680,중림동,77,3.0,2.0,,,7.0,,1.0,,2.0,1.0,,,,5.0,,,,,14.0
20231,11290575,동선동,146,1.0,4.0,,1.0,13.0,1.0,2.0,2.0,1.0,12.0,,,1.0,,,,,1.0,19.0
20232,11290575,동선동,146,1.0,4.0,,1.0,13.0,1.0,2.0,2.0,1.0,12.0,,,1.0,,,,,1.0,19.0
20233,11290575,동선동,146,1.0,4.0,,1.0,13.0,1.0,2.0,2.0,1.0,12.0,,,1.0,,,,,1.0,19.0
20231,11290580,돈암1동,42,1.0,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,15.0
20232,11290580,돈암1동,42,1.0,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,15.0
20233,11290580,돈암1동,42,1.0,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,15.0
20231,11290590,돈암2동,88,4.0,2.0,,,4.0,6.0,1.0,,,,,,1.0,,,,,,38.0
20232,11290590,돈암2동,88,4.0,2.0,,,4.0,6.0,1.0,,,,,,1.0,,,,,,38.0
20233,11290590,돈암2동,88,4.0,2.0,,,4.0,6.0,1.0,,,,,,1.0,,,,,,38.0
20231,11290600,안암동,167,4.0,6.0,1.0,1.0,10.0,,1.0,1.0,1.0,71.0,,,,,,,,1.0,35.0
20232,11290600,안암동,167,4.0,6.0,1.0,1.0,10.0,,1.0,1.0,1.0,71.0,,,,,,,,1.0,35.0
20233,11290600,안암동,167,4.0,6.0,1.0,1.0,10.0,,1.0,1.0,1.0,71.0,,,,,,,,1.0,35.0
20231,11290610,보문동,77,4.0,4.0,,,6.0,,2.0,,,,,,,1.0,,,,2.0,10.0
20232,11290610,보문동,77,4.0,4.0,,,6.0,,2.0,,,,,,,1.0,,,,2.0,10.0
20233,11290610,보문동,77,4.0,4.0,,,6.0,,2.0,,,,,,,1.0,,,,2.0,10.0
20231,11290620,정릉1동,63,2.0,,,,6.0,2.0,,,,1.0,,,,,,,,,19.0
20233,11290620,정릉1동,63,2.0,,,,6.0,2.0,,,,1.0,,,,,,,,,19.0
20231,11290630,정릉2동,110,4.0,3.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,50.0
20232,11290630,정릉2동,110,4.0,3.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,50.0
20233,11290630,정릉2동,110,4.0,3.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,50.0
20231,11290640,정릉3동,124,4.0,1.0,,,2.0,,1.0,3.0,1.0,28.0,,,,,,,,,38.0
20232,11290640,정릉3동,124,4.0,1.0,,,2.0,,1.0,3.0,1.0,28.0,,,,,,,,,38.0
20233,11290640,정릉3동,124,4.0,1.0,,,2.0,,1.0,3.0,1.0,28.0,,,,,,,,,38.0
20231,11290650,정릉4동,133,7.0,3.0,,,12.0,2.0,1.0,,2.0,11.0,,,,,,,,1.0,40.0
20232,11290650,정릉4동,133,7.0,3.0,,,12.0,2.0,1.0,,2.0,11.0,,,,,,,,1.0,40.0
20231,11290660,길음1동,129,3.0,4.0,,,10.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,1.0,26.0
20232,11290660,길음1동,129,3.0,4.0,,,10.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,1.0,26.0
20233,11290660,길음1동,129,3.0,4.0,,,10.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,1.0,26.0
20231,11290685,길음2동,112,5.0,,,3.0,14.0,,,,,,,,,,,,,,23.0
20233,11290685,길음2동,112,5.0,,,3.0,14.0,,,,,,,,,,,,,,23.0
20231,11290705,종암동,189,7.0,2.0,,1.0,17.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,56.0
20232,11290705,종암동,189,7.0,2.0,,1.0,17.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,56.0
20233,11290705,종암동,189,7.0,2.0,,1.0,17.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,56.0
20231,11290715,월곡1동,108,2.0,3.0,,,10.0,,2.0,1.0,1.0,,,,,1.0,,,,,30.0
20232,11290715,월곡1동,108,2.0,3.0,,,10.0,,2.0,1.0,1.0,,,,,1.0,,,,,30.0
20233,11290715,월곡1동,108,2.0,3.0,,,10.0,,2.0,1.0,1.0,,,,,1.0,,,,,30.0
20231,11290725,월곡2동,135,6.0,4.0,,,12.0,2.0,,1.0,,12.0,,,,,,,,2.0,34.0
20233,11290725,월곡2동,135,6.0,4.0,,,12.0,2.0,,1.0,,12.0,,,,,,,,2.0,34.0
20231,11290760,장위1동,103,4.0,1.0,,,8.0,6.0,1.0,1.0,,,,,,,,,,,37.0
20232,11290760,장위1동,103,4.0,1.0,,,8.0,6.0,1.0,1.0,,,,,,,,,,,37.0
20233,11290760,장위1동,103,4.0,1.0,,,8.0,6.0,1.0,1.0,,,,,,,,,,,37.0
20231,11290770,장위2동,89,3.0,2.0,,,11.0,1.0,3.0,,,,,,,,,,,1.0,27.0
20233,11290770,장위2동,89,3.0,2.0,,,11.0,1.0,3.0,,,,,,,,,,,1.0,27.0
20231,11290780,장위3동,82,1.0,,,,5.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,39.0
20232,11290780,장위3동,82,1.0,,,,5.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,39.0
20233,11290780,장위3동,82,1.0,,,,5.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,39.0
20231,11290810,석관동,154,6.0,3.0,,,16.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,,,,2.0,32.0
20232,11290810,석관동,154,6.0,3.0,,,16.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,,,,2.0,32.0
20233,11290810,석관동,154,6.0,3.0,,,16.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,,,,2.0,32.0
20231,11305534,삼양동,165,4.0,1.0,,,14.0,3.0,2.0,,1.0,,,,,,,,,3.0,34.0
20232,11305534,삼양동,165,4.0,1.0,,,14.0,3.0,2.0,,1.0,,,,,,,,,3.0,34.0
20233,11305534,삼양동,165,4.0,1.0,,,14.0,3.0,2.0,,1.0,,,,,,,,,3.0,34.0
20231,11305535,미아동,144,3.0,3.0,,1.0,14.0,,,,1.0,4.0,,,,,,,,1.0,28.0
20232,11305535,미아동,144,3.0,3.0,,1.0,14.0,,,,1.0,4.0,,,,,,,,1.0,28.0
20233,11305535,미아동,144,3.0,3.0,,1.0,14.0,,,,1.0,4.0,,,,,,,,1.0,28.0
20231,11305545,송중동,212,4.0,1.0,,2.0,18.0,4.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,69.0
20232,11305545,송중동,212,4.0,1.0,,2.0,18.0,4.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,69.0
20233,11305545,송중동,212,4.0,1.0,,2.0,18.0,4.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,69.0
20231,11305555,송천동,164,9.0,5.0,,1.0,17.0,,1.0,2.0,2.0,,,2.0,,,,,,1.0,24.0
20232,11305555,송천동,164,9.0,5.0,,1.0,17.0,,1.0,2.0,2.0,,,2.0,,,,,,1.0,24.0
20233,11305555,송천동,164,9.0,5.0,,1.0,17.0,,1.0,2.0,2.0,,,2.0,,,,,,1.0,24.0
20231,11305575,삼각산동,114,2.0,1.0,,,9.0,1.0,,1.0,1.0,1.0,,,,,,,,,36.0
20232,11305575,삼각산동,114,2.0,1.0,,,9.0,1.0,,1.0,1.0,1.0,,,,,,,,,36.0
20233,11305575,삼각산동,114,2.0,1.0,,,9.0,1.0,,1.0,1.0,1.0,,,,,,,,,36.0
20231,11305595,번1동,136,3.0,3.0,,1.0,14.0,1.0,1.0,1.0,,,,,1.0,,,,,,30.0
20232,11305595,번1동,136,3.0,3.0,,1.0,14.0,1.0,1.0,1.0,,,,,1.0,,,,,,30.0
20233,11305595,번1동,136,3.0,3.0,,1.0,14.0,1.0,1.0,1.0,,,,,1.0,,,,,,30.0
20231,11305603,번2동,110,5.0,,,,7.0,1.0,,1.0,,,,,,1.0,,,,,54.0
20232,11305603,번2동,110,5.0,,,,7.0,1.0,,1.0,,,,,,1.0,,,,,54.0
20233,11305603,번2동,110,5.0,,,,7.0,1.0,,1.0,,,,,,1.0,,,,,54.0
20231,11305608,번3동,95,3.0,1.0,,,8.0,,2.0,,,,,,,,,,,,37.0
20232,11305608,번3동,95,3.0,1.0,,,8.0,,2.0,,,,,,,,,,,,37.0
20233,11305608,번3동,95,3.0,1.0,,,8.0,,2.0,,,,,,,,,,,,37.0
20231,11215840,자양3동,105,2.0,6.0,,,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,30.0
20232,11215840,자양3동,105,2.0,6.0,,,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,30.0
20233,11215840,자양3동,105,2.0,6.0,,,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,30.0
20231,11215847,자양4동,106,5.0,2.0,,1.0,15.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,16.0
20232,11215847,자양4동,106,5.0,2.0,,1.0,15.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,16.0
20233,11215847,자양4동,106,5.0,2.0,,1.0,15.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,16.0
20231,11215850,구의1동,77,2.0,4.0,,,9.0,1.0,,1.0,1.0,,,,,,,,,1.0,16.0
20233,11215850,구의1동,77,2.0,4.0,,,9.0,1.0,,1.0,1.0,,,,,,,,,1.0,16.0
20231,11215860,구의2동,112,3.0,2.0,,1.0,9.0,3.0,2.0,,,1.0,,,,,,,,1.0,24.0
20232,11215860,구의2동,112,3.0,2.0,,1.0,9.0,3.0,2.0,,,1.0,,,,,,,,1.0,24.0
20233,11215860,구의2동,112,3.0,2.0,,1.0,9.0,3.0,2.0,,,1.0,,,,,,,,1.0,24.0
20231,11215870,구의3동,133,5.0,4.0,,,16.0,2.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,25.0
20232,11215870,구의3동,133,5.0,4.0,,,16.0,2.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,25.0
20233,11215870,구의3동,133,5.0,4.0,,,16.0,2.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,25.0
20231,11230536,용신동,231,10.0,8.0,1.0,4.0,20.0,1.0,1.0,1.0,1.0,,,1.0,,5.0,,,,5.0,41.0
20232,11230536,용신동,231,10.0,8.0,1.0,4.0,20.0,1.0,1.0,1.0,1.0,,,1.0,,5.0,,,,5.0,41.0
20233,11230536,용신동,231,10.0,8.0,1.0,4.0,20.0,1.0,1.0,1.0,1.0,,,1.0,,5.0,,,,5.0,41.0
20231,11230545,제기동,288,4.0,5.0,,1.0,22.0,2.0,2.0,2.0,1.0,1.0,,3.0,,14.0,,,,1.0,30.0
20233,11230545,제기동,288,4.0,5.0,,1.0,22.0,2.0,2.0,2.0,1.0,1.0,,3.0,,14.0,,,,1.0,30.0
20231,11230560,전농1동,152,5.0,2.0,,1.0,13.0,3.0,1.0,1.0,1.0,,,,1.0,5.0,,,,3.0,35.0
20232,11230560,전농1동,152,5.0,2.0,,1.0,13.0,3.0,1.0,1.0,1.0,,,,1.0,5.0,,,,3.0,35.0
20233,11230560,전농1동,152,5.0,2.0,,1.0,13.0,3.0,1.0,1.0,1.0,,,,1.0,5.0,,,,3.0,35.0
20231,11230570,전농2동,102,2.0,2.0,,,12.0,3.0,3.0,2.0,1.0,27.0,,,,,,,,,15.0
20232,11230570,전농2동,102,2.0,2.0,,,12.0,3.0,3.0,2.0,1.0,27.0,,,,,,,,,15.0
20233,11230570,전농2동,102,2.0,2.0,,,12.0,3.0,3.0,2.0,1.0,27.0,,,,,,,,,15.0
20231,11230600,답십리1동,124,4.0,5.0,,,9.0,,2.0,1.0,,,,,,,,,,,25.0
20232,11230600,답십리1동,124,4.0,5.0,,,9.0,,2.0,1.0,,,,,,,,,,,25.0
20233,11230600,답십리1동,124,4.0,5.0,,,9.0,,2.0,1.0,,,,,,,,,,,25.0
20231,11230610,답십리2동,108,3.0,2.0,,2.0,13.0,3.0,1.0,,,,,3.0,,,,,,,19.0
20233,11230610,답십리2동,108,3.0,2.0,,2.0,13.0,3.0,1.0,,,,,3.0,,,,,,,19.0
20231,11230650,장안1동,192,5.0,11.0,,4.0,26.0,2.0,2.0,2.0,,,,,,,,,,1.0,43.0
20233,11230650,장안1동,192,5.0,11.0,,4.0,26.0,2.0,2.0,2.0,,,,,,,,,,1.0,43.0
20231,11230660,장안2동,168,3.0,2.0,,2.0,21.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,38.0
20232,11230660,장안2동,168,3.0,2.0,,2.0,21.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,38.0
20233,11230660,장안2동,168,3.0,2.0,,2.0,21.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,38.0
20231,11230705,청량리동,154,9.0,4.0,1.0,,16.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,34.0
20232,11230705,청량리동,154,9.0,4.0,1.0,,16.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,34.0
20233,11230705,청량리동,154,9.0,4.0,1.0,,16.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,34.0
20231,11305615,수유1동,153,4.0,2.0,,,12.0,,2.0,3.0,1.0,,,1.0,,,,,,1.0,40.0
20232,11305615,수유1동,153,4.0,2.0,,,12.0,,2.0,3.0,1.0,,,1.0,,,,,,1.0,40.0
20233,11305615,수유1동,153,4.0,2.0,,,12.0,,2.0,3.0,1.0,,,1.0,,,,,,1.0,40.0
20231,11305625,수유2동,85,3.0,,,,12.0,3.0,,,,,,,,,,,,1.0,15.0
20232,11305625,수유2동,85,3.0,,,,12.0,3.0,,,,,,,,,,,,1.0,15.0
20233,11305625,수유2동,85,3.0,,,,12.0,3.0,,,,,,,,,,,,1.0,15.0
20231,11305635,수유3동,158,4.0,6.0,,1.0,16.0,,,1.0,,,,,1.0,,,,,1.0,30.0
20232,11305635,수유3동,158,4.0,6.0,,1.0,16.0,,,1.0,,,,,1.0,,,,,1.0,30.0
20233,11305635,수유3동,158,4.0,6.0,,1.0,16.0,,,1.0,,,,,1.0,,,,,1.0,30.0
20231,11305645,우이동,132,2.0,,,,7.0,1.0,,1.0,,2.0,,,,,,,,3.0,54.0
20232,11305645,우이동,132,2.0,,,,7.0,1.0,,1.0,,2.0,,,,,,,,3.0,54.0
20233,11305645,우이동,132,2.0,,,,7.0,1.0,,1.0,,2.0,,,,,,,,3.0,54.0
20231,11305660,인수동,175,13.0,2.0,1.0,2.0,14.0,2.0,2.0,2.0,,5.0,,1.0,,,,,,,57.0
20233,11305660,인수동,175,13.0,2.0,1.0,2.0,14.0,2.0,2.0,2.0,,5.0,,1.0,,,,,,,57.0
20231,11320511,창1동,94,3.0,2.0,,,7.0,1.0,1.0,2.0,1.0,,,,,,,,,1.0,28.0
20232,11320511,창1동,94,3.0,2.0,,,7.0,1.0,1.0,2.0,1.0,,,,,,,,,1.0,28.0
20233,11320511,창1동,94,3.0,2.0,,,7.0,1.0,1.0,2.0,1.0,,,,,,,,,1.0,28.0
20231,11170510,후암동,80,6.0,1.0,,,7.0,1.0,2.0,,1.0,,,2.0,,,,,,,18.0
20232,11170510,후암동,80,6.0,1.0,,,7.0,1.0,2.0,,1.0,,,2.0,,,,,,,18.0
20233,11170510,후암동,80,6.0,1.0,,,7.0,1.0,2.0,,1.0,,,2.0,,,,,,,18.0
20231,11170520,용산2가동,63,3.0,,,,4.0,,1.0,2.0,2.0,,,,,,,,,1.0,29.0
20232,11170520,용산2가동,63,3.0,,,,4.0,,1.0,2.0,2.0,,,,,,,,,1.0,29.0
20233,11170520,용산2가동,63,3.0,,,,4.0,,1.0,2.0,2.0,,,,,,,,,1.0,29.0
20231,11170530,남영동,147,7.0,5.0,,,14.0,,,1.0,,,,,,12.0,,,,3.0,26.0
20232,11170530,남영동,147,7.0,5.0,,,14.0,,,1.0,,,,,,12.0,,,,3.0,26.0
20233,11170530,남영동,147,7.0,5.0,,,14.0,,,1.0,,,,,,12.0,,,,3.0,26.0
20231,11170555,청파동,128,7.0,2.0,,1.0,11.0,,2.0,2.0,4.0,22.0,,1.0,,1.0,,,,,35.0
