STDR_YYQU_CD,SIGNGU_CD,SIGNGU_CD_NM,MT_AVRG_INCOME_AMT,INCOME_SCTN_CD,EXPNDTR_TOTAMT,FDSTFFS_EXPNDTR_TOTAMT,CLTHS_FTWR_EXPNDTR_TOTAMT,LVSPL_EXPNDTR_TOTAMT,MCP_EXPNDTR_TOTAMT,TRNSPORT_EXPNDTR_TOTAMT,EDC_EXPNDTR_TOTAMT,PLESR_EXPNDTR_TOTAMT,LSR_CLTUR_EXPNDTR_TOTAMT,ETC_EXPNDTR_TOTAMT,FD_EXPNDTR_TOTAMT
20201,11560,영등포구,3604887,7,243325495000,22696656000,3019788000,2165363000,14666931000,101036625000,2908726000,4037288000,27243643000,34253484000,31296991000
20201,11650,서초구,4912401,9,404808600000,20234414000,3393247000,2345854000,53454150000,5957066000,10954330000,5938056000,102339761000,163131757000,37059965000
20201,11710,송파구,3995905,8,155980906000,35420257000,5441535000,4672305000,29871858000,7934618000,7221718000,4964559000,19481505000,8025991000,32946560000
20201,11110,종로구,3725859,7,146689513000,11366268000,7846318000,1055692000,13204387000,1297209000,6507483000,3212236000,13233877000,58366332000,30599711000
20201,11305,강북구,2547460,6,48602981000,12114506000,1329035000,1327260000,7458225000,2760144000,1263039000,3285921000,3201953000,2309749000,13553149000
20201,11530,구로구,2994059,7,866463958000,19328386000,1188575000,2051895000,16467382000,6223593000,2593647000,2752351000,796773262000,2489839000,16595028000
20201,11545,금천구,2632285,6,102322726000,12228493000,12540409000,47464903000,8024058000,2961519000,1379746000,1638315000,3687907000,1632155000,10765221000
20201,11740,강동구,3292857,7,158447481000,18623470000,1712146000,1874741000,14505576000,2381042000,4225887000,3311066000,90578968000,2939240000,18295345000
20201,11215,광진구,3192971,7,72481078000,15824430000,2880203000,2156721000,8850164000,4630845000,2867276000,4622168000,5056933000,3621749000,21970589000
20201,11290,성북구,3281773,7,63324412000,17864290000,1382986000,1214239000,8262317000,4440737000,3738298000,2071032000,5798046000,2271519000,16280948000
20201,11350,노원구,3195375,7,95889959000,31595200000,1415365000,1665100000,13056932000,2835565000,6841387000,3493416000,11095249000,3861018000,20030727000
20201,11230,동대문구,3030256,7,70159225000,20609109000,1884343000,1453428000,16780280000,5221261000,2066854000,2141821000,3257540000,1792317000,14952272000
20202,11260,중랑구,2598785,6,58105429000,17595025000,1352059000,1831796000,9512189000,3520995000,2515924000,2621908000,3917937000,2258106000,12979490000
20202,11500,강서구,3160623,7,163052077000,27969417000,2762843000,2804938000,42931470000,12337488000,5155682000,4686036000,15712044000,19984683000,28707476000
20202,11710,송파구,3995905,8,164599283000,35892642000,7490241000,5772631000,31903057000,8152847000,7889839000,4862853000,18934331000,8084830000,35616012000
20202,11215,광진구,3192971,7,76667507000,16820643000,3606012000,2802146000,9345510000,4511338000,2880289000,4521601000,5143212000,3906202000,23130554000
20202,11305,강북구,2547460,6,50940400000,12395283000,1884195000,1691551000,7929537000,2790925000,1259381000,2930436000,3266641000,2505489000,14286962000
20202,11350,노원구,3195375,7,103977816000,34730940000,1686474000,2074480000,13926731000,2859124000,7033831000,3214653000,12895506000,4095048000,21461029000
20202,11440,마포구,3832436,8,517114818000,24383693000,5823677000,3052333000,14049830000,2128734000,6894519000,5634744000,408339668000,7131161000,39676459000
20202,11470,양천구,3796034,8,296063629000,24006206000,1415249000,2045684000,14601182000,5119395000,9992380000,2110247000,217527506000,3197429000,16048351000
20202,11530,구로구,2994059,7,901572625000,20010039000,1710369000,2392308000,18163278000,4978966000,2452534000,2826988000,828699570000,2691041000,17647532000
20202,11620,관악구,2771927,6,97480334000,26220179000,2739786000,1801052000,12787559000,2314932000,12335438000,4670925000,5758738000,4269960000,24581765000
20202,11740,강동구,3292857,7,168912800000,19863851000,2262439000,2418004000,15515243000,2974215000,4693222000,2931791000,95194337000,3160796000,19898902000
20202,11230,동대문구,3030256,7,74967431000,21723962000,2606702000,1892163000,18415115000,4982986000,2065626000,1920421000,3190299000,1917915000,16252242000
20202,11380,은평구,2912739,6,70131711000,18011166000,1888791000,2482116000,13181928000,3618824000,3822260000,2764088000,3778652000,2980429000,17603457000
20202,11680,강남구,4943841,9,1988471706000,38132209000,21211405000,20464769000,110988637000,41763740000,26855906000,10265177000,978997272000,669531012000,70261579000
20202,11290,성북구,3281773,7,67499662000,18277500000,1921854000,1653922000,8506925000,4985691000,3342419000,2128903000,6135433000,2490528000,18056487000
20202,11545,금천구,2632285,6,128859700000,12944607000,16344909000,67193206000,9499111000,2837279000,1261939000,1555312000,4082730000,1669728000,11470879000
20202,11590,동작구,3454170,7,142195360000,20150132000,1024500000,1294167000,13313991000,75008535000,3907408000,2271694000,4579246000,2957889000,17687798000
20202,11410,서대문구,3417706,7,128498773000,12499307000,1319227000,1315416000,85713872000,1890953000,2974353000,1810748000,3164606000,2793455000,15016836000
20202,11110,종로구,3725859,7,257827977000,11800589000,11451127000,1159831000,14705831000,403567000,2875258000,2694355000,122490831000,59898871000,30347717000
20202,11200,성동구,3734499,7,69623470000,16425523000,2114605000,1618288000,9363927000,8094803000,3947145000,2262310000,3778313000,3269809000,18748747000
20202,11560,영등포구,3604887,7,339741096000,22844874000,3784515000,2636921000,15196352000,195519507000,2713421000,3849636000,25902442000,34192796000,33100632000
20202,11140,중구,3513603,7,1958605135000,34148667000,7786919000,5338567000,11195946000,384929164000,15045008000,2207638000,1452017293000,23862885000,22073048000
20202,11170,용산구,3971498,8,222739737000,120054996000,2102731000,21831994000,4002491000,4934836000,1179988000,2415160000,20685207000,27683458000,17848876000
20202,11320,도봉구,2785111,6,41785313000,12051845000,809371000,1394492000,5462011000,3842878000,1995817000,1478001000,2581515000,1598401000,10570982000
20202,11650,서초구,4912401,9,424210961000,20950356000,4203635000,2509297000,52877120000,5671893000,12554574000,4451315000,114425604000,169169178000,37397989000
20203,11500,강서구,3160623,7,172926886000,29726216000,1929586000,2576649000,48701657000,15805273000,5202505000,3928986000,18065343000,19778454000,27212217000
20203,11530,구로구,2994059,7,983848422000,22101664000,1439565000,2182013000,18019446000,3394686000,2931446000,2472009000,912113823000,2538546000,16655224000
20203,11650,서초구,4912401,9,486127695000,21312929000,3926202000,11315019000,56901672000,6169836000,12561188000,3914593000,172077304000,162767304000,35181648000
20203,11740,강동구,3292857,7,160512795000,20831597000,1697033000,1904328000,15357905000,3248578000,4421587000,2515630000,88733342000,2968147000,18834648000
20203,11140,중구,3513603,7,1950756286000,32232543000,5716989000,7835790000,10892498000,340320008000,16223610000,2005315000,1488663796000,25308862000,21556875000
20203,11230,동대문구,3030256,7,76402696000,24357827000,1978281000,1745295000,19004958000,5568923000,2034324000,1659918000,2938214000,1798543000,15316413000
20203,11545,금천구,2632285,6,107160396000,13752248000,11048690000,53703020000,6850358000,2881600000,1269819000,1363870000,3683522000,1766839000,10840430000
20203,11110,종로구,3725859,7,266373636000,12010654000,8926162000,1059066000,16289334000,147889000,5575057000,2562314000,134146814000,57463145000,28193201000
20203,11170,용산구,3971498,8,227271670000,123036960000,1895279000,20024415000,4027303000,4839460000,1152390000,2102136000,24880298000,26879899000,18433530000
20203,11215,광진구,3192971,7,72727868000,17696506000,2795312000,2408615000,9242645000,4997572000,2668923000,3701262000,4537111000,3675440000,21004482000
20203,11440,마포구,3832436,8,596646249000,26094207000,5243738000,2753877000,14225448000,2953430000,7334970000,5329711000,487937931000,6872799000,37900138000
20203,11320,도봉구,2785111,6,40622858000,12712633000,566859000,1375210000,5252945000,3868518000,2014705000,1276658000,2279227000,1410573000,9865530000
20203,11350,노원구,3195375,7,96095861000,32777393000,1101764000,1901407000,13460755000,3078595000,6411779000,2517001000,11138621000,3822231000,19886315000
20203,11380,은평구,2912739,6,69658988000,19181625000,1284599000,2212610000,13907428000,4055394000,3742631000,2340312000,3527237000,2796546000,16610606000
20203,11470,양천구,3796034,8,290021072000,25273842000,963636000,1745170000,14583145000,5604865000,9912415000,1878329000,211643900000,3018463000,15397307000
20203,11560,영등포구,3604887,7,297944487000,25000926000,3110224000,2411645000,16078101000,151381183000,2753655000,3513266000,27141464000,34442223000,32111800000
20203,11680,강남구,4943841,9,1972918934000,38872298000,19394185000,9473347000,111499670000,35177085000,27903195000,10007549000,931816148000,720100853000,68674604000
20203,11200,성동구,3734499,7,67481089000,17403765000,1704919000,1578725000,9288471000,7942112000,3529209000,2010053000,3429841000,3013332000,17580662000
20203,11260,중랑구,2598785,6,54173858000,16028769000,919265000,1679046000,9479561000,3677291000,2523122000,2086196000,3415079000,2224328000,12141201000
20203,11305,강북구,2547460,6,48925945000,12937764000,1322589000,1392983000,7997584000,3147677000,1282686000,2470784000,2741286000,2214480000,13418112000
20203,11410,서대문구,3417706,7,119520006000,13112821000,1027869000,1091379000,78096936000,2023040000,2731688000,1632419000,2855359000,2809093000,14139402000
20203,11290,성북구,3281773,7,65097101000,19238600000,1371005000,1406644000,8379493000,5079537000,3555844000,1808927000,5591389000,2244170000,16421492000
20203,11590,동작구,3454170,7,144157620000,20633421000,704995000,1319501000,12864105000,79688477000,3735371000,2017896000,4096584000,2771351000,16325919000
20203,11620,관악구,2771927,6,95632229000,27280611000,2053999000,1844571000,13154766000,2571295000,12663001000,4129473000,4993606000,3984755000,22956152000
20203,11710,송파구,3995905,8,159213758000,37072745000,5106097000,5265180000,32613313000,9115348000,7950155000,4073402000,18281462000,6493657000,33242399000
20204,11350,노원구,3195375,7,98063938000,35208654000,1369814000,1647533000,13695067000,3021277000,6352311000,2231462000,11809168000,3709747000,19018905000
20204,11590,동작구,3454170,7,141277762000,21575371000,902742000,1229766000,13140523000,77378281000,3498728000,1674361000,3874529000,2761729000,15241732000
20204,11200,성동구,3734499,7,68109224000,16692868000,2103264000,1917087000,9331581000,9683596000,3370220000,1723131000,3502724000,3158854000,16625899000
20204,11230,동대문구,3030256,7,76620155000,24762262000,2344142000,1616716000,19261313000,6118664000,1968828000,1492175000,2940878000,1712577000,14402600000
20204,11110,종로구,3725859,7,282974397000,11255998000,9782973000,1205357000,17787388000,808865000,2456984000,2330357000,150606678000,59473397000,27266400000
20204,11305,강북구,2547460,6,47871684000,12982213000,1542895000,1522593000,7962724000,2991842000,1257435000,2184068000,2987105000,2158130000,12282679000
20204,11410,서대문구,3417706,7,113739407000,12863380000,1059366000,1015964000,74329119000,2000160000,2522998000,1343498000,2605477000,2724717000,13274728000
20204,11440,마포구,3832436,8,637472444000,25118621000,5288636000,2911268000,13869828000,2993399000,7052025000,4818776000,533215429000,6805792000,35398670000
20204,11530,구로구,2994059,7,1084358969000,24505695000,2188516000,2202368000,19110363000,2923172000,3035259000,2098798000,1009841454000,2639092000,15814252000
20204,11545,금천구,2632285,6,103381339000,13649741000,18403257000,42557032000,6886706000,2969840000,1418742000,1183016000,4257717000,1724099000,10331189000
20204,11560,영등포구,3604887,7,289109420000,23760502000,3754258000,2461764000,15971209000,142709769000,2617399000,3081777000,28764656000,35821359000,30166727000
20204,11170,용산구,3971498,8,223834601000,117509842000,2336541000,20819767000,4253011000,4940138000,1148428000,2017055000,24759204000,28127414000,17923201000
20204,11620,관악구,2771927,6,92287823000,26369906000,2636614000,1640836000,12944879000,2362352000,13046959000,3509011000,4744235000,3708698000,21324333000
20204,11470,양천구,3796034,8,291728824000,25027978000,1116958000,1675027000,14689145000,5396464000,9360664000,1595721000,215286322000,3075730000,14504815000
20204,11500,강서구,3160623,7,179649594000,30060535000,2124309000,2397192000,57984837000,15828854000,4895644000,3309513000,18425325000,19362659000,25260726000
20204,11710,송파구,3995905,8,161094841000,37018332000,7088945000,5401039000,33043285000,9546672000,7575834000,3510678000,20289693000,6259771000,31360592000
20204,11215,광진구,3192971,7,70264756000,17244310000,3257987000,2229854000,9233943000,4703332000,2589889000,3217492000,4333789000,3564227000,19889933000
20204,11260,중랑구,2598785,6,53360955000,16042795000,1120631000,1783300000,9492310000,3570273000,2453994000,1853607000,3340634000,2164945000,11538466000
20204,11290,성북구,3281773,7,63990045000,19067455000,1624833000,1400605000,8277925000,5245056000,3083701000,1606225000,5684045000,2247676000,15752524000
20204,11320,도봉구,2785111,6,40248347000,13156613000,663991000,1336476000,5304807000,3788513000,1945635000,1029179000,2278116000,1433568000,9311449000
20204,11740,강동구,3292857,7,161929150000,20485986000,2057264000,1697468000,14866330000,2918630000,4187321000,2139244000,93051167000,2865198000,17660542000
20204,11140,중구,3513603,7,2101150517000,31747593000,7047419000,6562826000,11086416000,332787528000,17746616000,1697858000,1643911053000,27731677000,20831531000
20204,11380,은평구,2912739,6,68688329000,19096685000,1521443000,1987512000,14398647000,3723618000,3793602000,2018800000,3590955000,2723957000,15833110000
20204,11650,서초구,4912401,9,515574531000,19884881000,4022695000,11321120000,57622887000,6267247000,11288320000,3696200000,204409058000,163917087000,33145036000
20204,11680,강남구,4943841,9,2042611882000,36557462000,21412534000,9081042000,117187801000,36492832000,25112928000,9266821000,969181143000,754225028000,64094291000
20211,11470,양천구,3796034,8,274780726000,24783709000,1030427000,1225049000,15228439000,5275558000,9600263000,1125163000,200191247000,2931166000,13389705000
20211,11545,금천구,2632285,6,87874008000,13408279000,13365406000,34319948000,6428074000,2851286000,1302218000,827957000,4024017000,1700036000,9646787000
20211,11560,영등포구,3604887,7,308364753000,25710543000,3070017000,2439978000,16309894000,163456816000,2759278000,2110323000,28333681000,35109626000,29064597000
20211,11200,성동구,3734499,7,64429131000,17278649000,1718042000,1180684000,9591121000,8159312000,3229363000,1342071000,3275088000,2896817000,15757984000
20211,11305,강북구,2547460,6,44904206000,12926257000,1260229000,1338727000,7891465000,3096053000,1296607000,1386597000,2696349000,2246576000,10765346000
20211,11440,마포구,3832436,8,1034009167000,24224681000,4421042000,2849461000,13992016000,2803280000,7185098000,3303279000,935956140000,6712544000,32561626000
20211,11530,구로구,2994059,7,863328342000,23708948000,1360388000,2079547000,18418835000,2779009000,3176251000,1433254000,793577420000,2488128000,14306562000
20211,11620,관악구,2771927,6,87993895000,25864847000,2055132000,1572375000,12670431000,2384625000,13337924000,2244138000,4789169000,3623256000,19451998000
20211,11320,도봉구,2785111,6,38482459000,12998299000,559157000,1084840000,5361416000,3732257000,2099530000,702715000,2143206000,1369591000,8431448000
20211,11590,동작구,3454170,7,129112366000,21097877000,753724000,1075495000,13302657000,68173919000,3374369000,1162748000,3814201000,2595850000,13761526000
20211,11650,서초구,4912401,9,522218413000,19326007000,3295372000,11735873000,62884557000,6422094000,11366984000,2521249000,209326405000,165269270000,30070602000
20211,11680,강남구,4943841,9,2039240602000,35034687000,18789043000,9564950000,129378695000,31559835000,25806083000,5772602000,961824302000,762610673000,58899732000
20211,11215,광진구,3192971,7,65426326000,16964026000,2487965000,2049545000,9337855000,4565043000,2746401000,2015634000,4320905000,3406754000,17532198000
20211,11710,송파구,3995905,8,152988460000,36555687000,5807563000,5072423000,32131064000,9042077000,8018030000,2390560000,19194372000,6088298000,28688386000
20211,11290,성북구,3281773,7,60954158000,18342573000,1309231000,1262842000,8147220000,5193569000,3753206000,1087129000,5505408000,2238748000,14114232000
20211,11140,중구,3513603,7,2018888827000,32187715000,5501175000,6357946000,10726459000,281704463000,18578378000,1165093000,1613115700000,29982883000,19569015000
20211,11170,용산구,3971498,8,227981885000,124617296000,1920382000,22150326000,4173796000,4627062000,1140827000,1194240000,23732548000,27949331000,16476077000
20211,11350,노원구,3195375,7,92961104000,33906237000,1137404000,1435663000,14130174000,2934259000,6585992000,1484773000,10806846000,3509732000,17030024000
20211,11110,종로구,3725859,7,289596294000,10902345000,8866877000,1058620000,17064226000,874953000,6250797000,1562140000,156433580000,61673701000,24909055000
20211,11410,서대문구,3417706,7,109165000000,12717036000,843547000,954823000,71451672000,2153698000,2635536000,970167000,2697745000,2500978000,12239798000
20211,11230,동대문구,3030256,7,73144541000,24259059000,1843113000,1315525000,20167950000,5069727000,2149734000,867748000,2870349000,1620946000,12980390000
20211,11260,중랑구,2598785,6,50560026000,15762714000,944085000,1352803000,9557871000,3470331000,2529342000,1157508000,3154570000,2155267000,10475535000
20211,11380,은평구,2912739,6,66955061000,18785578000,2479665000,1692923000,14487052000,3848128000,3828773000,1314191000,3526121000,2740778000,14251852000
20211,11500,강서구,3160623,7,169003489000,29491915000,3741855000,2050646000,51761184000,18825347000,5250448000,2041937000,16757204000,15962498000,23120455000
20211,11740,강동구,3292857,7,160544450000,20310038000,1612455000,1564963000,15655127000,2796331000,4508645000,1420650000,93806435000,2726457000,16143349000
20212,11470,양천구,3796034,8,288602756000,25740257000,1395236000,1460776000,16327255000,5895297000,10100705000,1386847000,207421052000,3182587000,15692744000
20212,11110,종로구,3725859,7,313725296000,12971311000,12146313000,1344076000,18234647000,874820000,2926110000,2120819000,160383571000,71515955000,31207674000
20212,11200,성동구,3734499,7,74658823000,18507788000,2423273000,1525913000,10207083000,9037503000,3425854000,1822664000,4528665000,3387595000,19792485000
20212,11290,성북구,3281773,7,67968262000,19844451000,1845674000,1317535000,8941999000,5764471000,3270703000,1336990000,6156886000,2443579000,17045974000
20212,11500,강서구,3160623,7,195887532000,30221180000,5340744000,2131783000,60147342000,22880916000,5554421000,2549320000,20995342000,17920467000,28146017000
20212,11650,서초구,4912401,9,543655033000,21571688000,4385613000,12148189000,63326918000,7109527000,12112494000,2833603000,215309769000,168113936000,36743296000
20212,11740,강동구,3292857,7,161357196000,20763589000,2221257000,1699708000,16981411000,3634650000,4802644000,1601914000,87799667000,3157291000,18695065000
20212,11560,영등포구,3604887,7,339440941000,25997797000,4033787000,2564254000,17820723000,177716010000,2827964000,2692633000,35425929000,36056123000,34305721000
20212,11710,송파구,3995905,8,173237398000,38083047000,7029471000,5644031000,34577258000,10630796000,8959526000,2992408000,23719326000,7090254000,34511281000
20212,11140,중구,3513603,7,2138159448000,35864827000,6987040000,7216046000,12001220000,339445454000,20174521000,1744977000,1655646925000,34607907000,24470531000
20212,11320,도봉구,2785111,6,42510768000,13421239000,768786000,1098684000,5788864000,4258388000,2100087000,876403000,2653118000,1463158000,10082041000
20212,11545,금천구,2632285,6,111311988000,14419744000,15389025000,49853688000,7543673000,3606136000,1254038000,1012335000,5150273000,1880273000,11202803000
20212,11680,강남구,4943841,9,2120695056000,39183486000,22608945000,9012687000,126564332000,30608597000,27329390000,6815002000,973890582000,814764064000,69917971000
20212,11170,용산구,3971498,8,240154249000,124206992000,2326805000,20729803000,4507959000,4288938000,1322754000,1781640000,31253990000,28614507000,21120861000
20212,11230,동대문구,3030256,7,79892156000,25628331000,2615600000,1613537000,20255924000,5602684000,2211023000,1069898000,3604162000,1941348000,15349649000
20212,11260,중랑구,2598785,6,56221254000,16599274000,1210114000,1430805000,10626825000,3995359000,2636443000,1387214000,3593634000,2370040000,12371546000
20212,11530,구로구,2994059,7,901197831000,24745217000,1726580000,2330272000,20169742000,3180499000,3246595000,1829614000,824194379000,2778924000,16996009000
20212,11305,강북구,2547460,6,50190908000,13544617000,1703935000,1252826000,8674821000,3683083000,1357654000,1501680000,3255094000,2534066000,12683132000
20212,11350,노원구,3195375,7,103477374000,35893891000,1577182000,1622316000,14875427000,3363805000,6849318000,1842753000,12933924000,4019863000,20498895000
20212,11440,마포구,3832436,8,1075300352000,27169199000,6160861000,2803347000,15396002000,3301793000,7781172000,4657566000,960326195000,7885542000,39818675000
20212,11215,광진구,3192971,7,76725196000,18922141000,3423196000,2011558000,10702979000,5085786000,2938043000,2774204000,5398047000,4069149000,21400093000
20212,11380,은평구,2912739,6,74609996000,19705140000,3822852000,1845461000,15676700000,4088676000,4081531000,1492968000,4303813000,3009878000,16582977000
20212,11410,서대문구,3417706,7,125087335000,13593117000,1089659000,1243624000,81940212000,2656356000,3068247000,1153386000,3201561000,2729347000,14411826000
20212,11590,동작구,3454170,7,149182320000,21341786000,994091000,1266652000,14488404000,81218171000,3956693000,1481461000,5211864000,2927523000,16295675000
20212,11620,관악구,2771927,6,97017559000,27249063000,2732730000,1734708000,13746006000,2617198000,13688991000,2723604000,5973223000,4053924000,22498112000
20213,11260,중랑구,2598785,6,56582018000,18155995000,906639000,1699683000,10467176000,4158467000,2545566000,1173259000,3481853000,2391032000,11602348000
20213,11710,송파구,3995905,8,170173659000,40450784000,5719630000,6270236000,34844535000,10806592000,9623146000,2407368000,22236703000,6967512000,30847153000
20213,11560,영등포구,3604887,7,308583694000,28804500000,3465787000,2403201000,18040676000,153961188000,2864650000,1950560000,32570318000,35325967000,29196847000
20213,11110,종로구,3725859,7,314872242000,13043329000,10214278000,1427633000,18246124000,1028741000,5320226000,1566243000,166969369000,70380970000,26675329000
20213,11200,성동구,3734499,7,71492554000,19855605000,1893771000,1755442000,10582723000,7801404000,3627726000,1379305000,4144714000,3220760000,17231104000
20213,11470,양천구,3796034,8,273871559000,28174390000,1066843000,1580789000,16612381000,6507662000,12179523000,1157813000,188743025000,3104707000,14744426000
20213,11215,광진구,3192971,7,74577971000,20013995000,2856999000,2147781000,11101216000,5661045000,3029291000,1988937000,4827032000,3815836000,19135839000
20213,11380,은평구,2912739,6,75823673000,22496557000,3432750000,2121287000,15547137000,4230961000,4158885000,1205952000,3994844000,3016521000,15618779000
20213,11140,중구,3513603,7,2123566170000,36607132000,5468500000,7322112000,11486435000,320267958000,19832087000,1257052000,1666613804000,33962597000,20748493000
20213,11290,성북구,3281773,7,67821028000,21558734000,1405531000,1380832000,8658562000,6119960000,3871763000,1030988000,5928550000,2568044000,15298064000
20213,11320,도봉구,2785111,6,43090890000,14692843000,570025000,1168656000,5843426000,4686393000,2145193000,711851000,2416350000,1538305000,9317848000
20213,11350,노원구,3195375,7,101729334000,36566883000,1205272000,1844498000,14985174000,3707821000,7847913000,1413205000,11203281000,4122612000,18832675000
20213,11500,강서구,3160623,7,182233154000,33550571000,4679691000,2369380000,54969406000,17528126000,5719771000,1984394000,18065080000,17553591000,25813144000
20213,11530,구로구,2994059,7,1111721906000,25850180000,1171575000,2344333000,18588388000,3296000000,3395463000,1344679000,1038345438000,2516740000,14869110000
20213,11230,동대문구,3030256,7,81240912000,27852972000,2043347000,1797865000,20590249000,6200838000,2372177000,842473000,3679206000,1968755000,13893030000
20213,11305,강북구,2547460,6,50752089000,15173725000,1358237000,1431103000,8972685000,3860876000,1386341000,1280029000,2878195000,2406530000,12004368000
20213,11650,서초구,4912401,9,520781246000,21967739000,3628800000,12096510000,62581319000,7366822000,12825222000,1939110000,196402679000,170857907000,31115138000
20213,11680,강남구,4943841,9,2187039143000,39645100000,19732086000,8981877000,125483480000,28143728000,31323057000,4929313000,1031301454000,837615401000,59883647000
20213,11740,강동구,3292857,7,152414808000,23454735000,1714286000,1648926000,17198010000,3729150000,5446878000,1300170000,77311558000,3163875000,17447220000
20213,11170,용산구,3971498,8,247057188000,133564330000,2094041000,20163363000,4649152000,3582886000,1203013000,1332988000,33764885000,28067696000,18634834000
20213,11440,마포구,3832436,8,976339983000,28108930000,5466616000,3014163000,15467146000,3428418000,8169963000,3175443000,868819372000,7497502000,33192430000
20213,11410,서대문구,3417706,7,119722920000,15074465000,985025000,987993000,77744385000,2692091000,2899265000,838312000,2980098000,2734246000,12787040000
20213,11545,금천구,2632285,6,105042039000,15912341000,11486385000,48130549000,7621683000,3531402000,1223522000,813296000,4462101000,1875404000,9985356000
20213,11590,동작구,3454170,7,148129505000,22865815000,739788000,1341978000,14851435000,80333102000,3985924000,1153261000,5504065000,2840125000,14514012000
20213,11620,관악구,2771927,6,96343781000,29770535000,2181466000,1879696000,14006153000,2903311000,13508441000,2217067000,5342482000,4030287000,20504343000
20214,11470,양천구,3796034,8,283105167000,26242646000,1367847000,1647453000,17647413000,7495934000,10965294000,1732628000,195867629000,3480598000,16657725000
20214,11500,강서구,3160623,7,201714731000,31586736000,5992424000,2472681000,62234062000,20839598000,5678312000,3383556000,21556285000,17889947000,30081130000
20214,11620,관악구,2771927,6,102485027000,27301280000,3194972000,1703806000,15055511000,2919969000,13898005000,3673550000,6107043000,4198710000,24432181000
20214,11110,종로구,3725859,7,345291403000,13498713000,11714450000,1810217000,19588752000,1874256000,2608535000,2868237000,182009873000,74441446000,34876924000
20214,11320,도봉구,2785111,6,44168460000,13404743000,786878000,1058831000,6259250000,4899121000,2125493000,1079469000,2653063000,1589423000,10312189000
20214,11170,용산구,3971498,8,243734024000,122346553000,3097582000,17678898000,4762857000,3675874000,1354095000,2737812000,34768054000,28446178000,24866121000
20214,11215,광진구,3192971,7,81262794000,18603466000,3506226000,2173629000,11746251000,5900470000,2922482000,3336150000,5254766000,4052419000,23766935000
20214,11350,노원구,3195375,7,109424332000,36941664000,1528568000,1863759000,15536985000,3885198000,7130564000,2332365000,14011345000,4233228000,21960656000
20214,11650,서초구,4912401,9,566870263000,21366175000,4639814000,13738341000,66131460000,7554860000,11934624000,4251033000,217542690000,179297510000,40413756000
20214,11260,중랑구,2598785,6,59351068000,17236976000,1224742000,2019731000,10864311000,4241900000,2568549000,1909739000,3462656000,2494084000,13328380000
20214,11440,마포구,3832436,8,1030939958000,28076937000,6855443000,3392809000,16562000000,3725378000,8193336000,6183297000,905507058000,8478060000,43965640000
20214,11305,강북구,2547460,6,53038871000,13767905000,1632649000,1202286000,9500230000,3970564000,1373125000,2204641000,3429069000,2448006000,13510396000
20214,11410,서대문구,3417706,7,127072815000,14438769000,1182798000,1085346000,81479814000,2794125000,3115022000,1354367000,3448683000,2853544000,15320347000
20214,11545,금천구,2632285,6,106122987000,15113900000,19373880000,37806801000,8094222000,3687516000,1506902000,1301219000,5456135000,2038567000,11743845000
20214,11560,영등포구,3604887,7,316299707000,26036430000,4603534000,2665861000,18685551000,147267516000,2821297000,3449767000,36358458000,37346786000,37064507000
20214,11230,동대문구,3030256,7,84605930000,26055868000,2750162000,1784638000,21037130000,6770276000,2382925000,1437099000,4006571000,2093757000,16287504000
20214,11680,강남구,4943841,9,2374179110000,39821285000,26537133000,10092827000,134509098000,30774553000,28666982000,9026719000,1132838192000,884063082000,77849239000
20214,11740,강동구,3292857,7,162357215000,21827379000,2296494000,1767300000,18276944000,3685237000,5186546000,2081496000,84028313000,3365067000,19842439000
20214,11530,구로구,2994059,7,1231033797000,24950256000,1454839000,2352901000,20888125000,3501698000,3385968000,2200947000,1151407211000,3009167000,17882685000
20214,11710,송파구,3995905,8,188059227000,38436595000,8141425000,5872054000,38322572000,11277228000,9360033000,3965239000,27401607000,7671163000,37611311000
20214,11140,중구,3513603,7,2403450402000,38108976000,8195504000,7965217000,12495692000,369920892000,24098564000,2112380000,1874974791000,37718755000,27859631000
20214,11200,성동구,3734499,7,79126138000,18831022000,2753687000,1690928000,11499334000,9283933000,3642907000,2137798000,4841145000,3719564000,20725820000
20214,11290,성북구,3281773,7,70795747000,20097152000,1839731000,1325904000,9303166000,6113207000,3257367000,1709087000,6528549000,2712775000,17908809000
20214,11380,은평구,2912739,6,79144765000,20652315000,4295249000,2059852000,16426559000,4428951000,4209088000,2057606000,4366462000,3202608000,17446075000
20214,11590,동작구,3454170,7,161119025000,21953240000,1118372000,1349666000,15390709000,89846910000,3867886000,1926994000,5013311000,3106889000,17545048000
20221,11170,용산구,3971498,8,216599822000,120741447000,2260224000,16326789000,4629527000,2080968000,1181653000,1943638000,18285756000,28177112000,20972708000
20221,11530,구로구,2994059,7,1240313685000,24183841000,1029666000,2122169000,19547307000,2995006000,3249239000,1543844000,1167706440000,2533442000,15402731000
20221,11545,금천구,2632285,6,59631708000,15039159000,13431140000,989689000,7332521000,3442882000,1261213000,916544000,5072073000,1880642000,10265845000
20221,11680,강남구,4943841,9,2336292738000,36917710000,25205260000,9928580000,151787801000,26501903000,28622019000,6613096000,1107184900000,878211630000,65319839000
20221,11140,중구,3513603,7,2315028971000,35356133000,5617799000,7530865000,12041069000,319639135000,25307529000,1476954000,1846069357000,38960120000,23030010000
